TubeID,Date,Month,MonthNo,Season,Time,Monkey,Birthday,Age,AgeD,AgeY,Sex,Rank,Group,GroupSize,MCPDensity,KDE50Density,KDE95Density,Matriline,Kin,FemaleKin,KDE50,KDE95,MCP_HR,MCP_DRY,MCP_RAINY,MCP_RAINY1,MCP_RAINY2,NDVI_RAINY2,NDVI_RAINY1,NDVI_RAINY,NDVI_DRY,NDVI,MINT_2,MINT_1,MINT,AVET_2,AVET_1,AVET,MAXT_2,MAXT_1,MAXT,RAIN_2,RAIN_1,RAIN,TreeArea,BuildArea,RangeArea,AnalysisEnd,Observer,TotalMl,FecesWeight,Diversity,M1_Fila,M2_Stegg,M3_Hdimi,M4_Prosth,M5_Subu,M6_Spiru,M7_Eim,M8_StAM,M9_StLVR,M10_StLVF,TotalP,PPG,FilaPA,SteggPA,HdimiPA,ProsthPA,SubuPA,SpiruPA,EimPA,StamPA,StlvrPA,StlvFPA,FilaPFG,SteggPFG,HdimiPFG,StamPFG,StlvrPFG,StlvrPFG
PA-112,22-Sep-20,Sep,2,RAINY,9:10,Honeydukes,5/20/14,LJF,2905,7.95890411,Female,7,GN,23,16.07948579,34.67887363,16.64771481,Maxi,4,4,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,24.84,24.06,23.79,27.12,26.16,26.07,29.39,28.26,28.35,123.6,512.2,327.9,0.968751267,0,0.030949515,5/3/22,JC/JKH,7,3.9,4,95,16,0,0,0,0,0,1,0,19,131,34,1,1,0,0,0,0,0,1,0,1,24,4,0,0,0,5
PA-327,7-Jan-21,Jan,6,DRY,11:16,Honeydukes,5/20/14,AF,3516,9.632876712,Female,7,GN,23,16.07948579,34.67887363,16.64771481,Maxi,4,4,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,22.93,22.79,22.97,24.57,25.09,25.61,26.2,27.39,28.24,681.5,29,10.8,0.968751267,0,0.030949515,1/4/24,MCH,7.5,1.77,5,7,1,0,0,0,0,0,27,30,30,95,54,1,1,0,0,0,0,0,1,1,1,4,1,0,15,17,17
PA-694,10-Aug-21,2-Aug,13,RAINY,9:49,Honeydukes,5/20/14,AF,3076,8.42739726,Female,7,GN,23,16.07948579,34.67887363,16.64771481,Maxi,4,4,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,23.89,23.94,23.39677419,26.93,26.5,25.73709677,29.97,29.05,28.07741935,153.4,89.8,285.8,0.968751267,0,0.030949515,10/21/22,JKH,7,1.85,3,32,3,0,0,0,0,0,0,0,1,36,19,1,1,0,0,0,0,0,0,0,1,17,2,0,0,0,1
PA-050,19-Aug-20,Aug,1,RAINY,9:15,Hufflepuff,5/22/09,AM,4777,13.08767123,Male,1,LV,30,12.81671162,35.0544688,15.39024269,,,,0.855811,1.949287,2.340694,1.841247,1.469938,1.341847,0.961201,0.713424854,0.743786629,0.728605741,0.802280702,0.760921515,25.32,24.84,24.06,27.73,27.12,26.16,30.13,29.39,28.26,195.2,123.6,512.2,0.976790217,0.007748984,0.01576071,6/20/22,JC,2.5,0.86,3,88,0,0,0,0,0,0,33,0,83,204,237,1,0,0,0,0,0,0,1,0,1,102,0,0,38,0,97
PA-566,7-Apr-21,Apr,9,DRY,9:30,Hufflepuff,5/22/09,AM,5235,14.34246575,Male,1,LV,30,12.81671162,35.0544688,15.39024269,,,,0.855811,1.949287,2.340694,1.841247,1.469938,1.341847,0.961201,0.713424854,0.743786629,0.728605741,0.802280702,0.760921515,23.14,23.77,24.51,27.07,28.25,28.95,31,32.73,33.39,10.8,0.1,94.7,0.976790217,0.007748984,0.01576071,9/21/23,MCH,7.75,3.13,2,77,33,0,0,0,0,0,0,0,0,110,35,1,1,0,0,0,0,0,0,0,0,25,11,0,0,0,0
PA-493,1-Mar-21,Mar,8,DRY,9:30,HungarianHorntail,5/19/12,AF,4247,11.63561644,Female,2,BC,11,6.239286861,14.38237505,6.65000538,Mrsw,6,4,0.764825,1.654134,1.763022,0.940414,1.446859,1.241749,0.527725,0.708542361,0.747128209,0.727835285,0.802074132,0.761232692,22.97,23.14,23.77,25.61,27.07,28.25,28.24,31,32.73,10.8,10.8,0.1,0.991626877,0.008079309,0,1/4/24,MCH,6.5,1.31,2,58,7,0,0,0,0,0,0,0,0,65,50,1,1,0,0,0,0,0,0,0,0,44,5,0,0,0,0
PA-726,18-Aug-21,2-Aug,13,RAINY,9:23,HungarianHorntail,5/19/12,AF,3835,10.50684932,Female,2,BC,11,6.239286861,14.38237505,6.65000538,Mrsw,6,4,0.764825,1.654134,1.763022,0.940414,1.446859,1.241749,0.527725,0.708542361,0.747128209,0.727835285,0.802074132,0.761232692,23.89,23.94,23.39677419,26.93,26.5,25.73709677,29.97,29.05,28.07741935,153.4,89.8,285.8,0.991626877,0.008079309,0,11/18/22,JKH,7,1.85,3,53,4,0,0,0,0,0,0,1,0,58,31,1,1,0,0,0,0,0,0,1,0,29,2,0,0,1,0
PA-294,15-Dec-20,Dec,5,DRY,8:18,Kenai,1/1/09,AM,5390,14.76712329,Male,1,AD,22,11.38186734,42.71048504,13.88406803,,,,0.515096,1.58455,1.932899,1.179157,1.848038,1.728069,1.036729,0.726148264,0.727244932,0.726696598,0.774256771,0.745626099,23.71,22.93,22.79,25.55,24.57,25.09,27.38,26.2,27.39,441.6,681.5,29,0.889842666,0.009383832,0.100944747,10/5/23,MCH,7.25,2.44,2,45,8,0,0,0,0,0,0,0,0,53,22,1,1,0,0,0,0,0,0,0,0,18,3,0,0,0,0
PA-527,16-Mar-21,Mar,8,DRY,9:33,Kenai,1/1/09,AM,5376,14.72876712,Male,1,AD,22,11.38186734,42.71048504,13.88406803,,,,0.515096,1.58455,1.932899,1.179157,1.848038,1.728069,1.036729,0.726148264,0.727244932,0.726696598,0.774256771,0.745626099,22.97,23.14,23.77,25.61,27.07,28.25,28.24,31,32.73,10.8,10.8,0.1,0.889842666,0.009383832,0.100944747,9/21/23,MCH,7.5,3.06,3,447,17,3434,0,0,0,0,0,0,0,3898,1274,1,1,1,0,0,0,0,0,0,0,146,6,1122,0,0,0
PA-669,19-Jul-21,Jul,12,RAINY,8:14,Kenai,1/1/09,AM,4914,13.4630137,Male,1,AD,22,11.38186734,42.71048504,13.88406803,,,,0.515096,1.58455,1.932899,1.179157,1.848038,1.728069,1.036729,0.726148264,0.727244932,0.726696598,0.774256771,0.745626099,24.51,23.89,23.94,27.84,26.93,26.5,31.1,29.97,29.05,128.4,153.4,89.8,0.889842666,0.009383832,0.100944747,6/16/22,JKH,7,2.08,2,278,12,0,0,0,0,0,0,0,0,290,139,1,1,0,0,0,0,0,0,0,0,134,6,0,0,0,0
PA-704,11-Aug-21,2-Aug,13,RAINY,9:10,Kenai,1/1/09,AM,5048,13.83013699,Male,1,AD,22,11.38186734,42.71048504,13.88406803,,,,0.515096,1.58455,1.932899,1.179157,1.848038,1.728069,1.036729,0.726148264,0.727244932,0.726696598,0.774256771,0.745626099,23.89,23.94,23.39677419,26.93,26.5,25.73709677,29.97,29.05,28.07741935,153.4,89.8,285.8,0.889842666,0.009383832,0.100944747,10/28/22,JKH,6,2.04,2,65,61,0,0,0,0,0,0,0,0,126,62,1,1,0,0,0,0,0,0,0,0,32,30,0,0,0,0
PA-752,26-Aug-21,2-Aug,13,RAINY,10:40,Kenai,1/1/09,AM,5145,14.09589041,Male,1,AD,22,11.38186734,42.71048504,13.88406803,,,,0.515096,1.58455,1.932899,1.179157,1.848038,1.728069,1.036729,0.726148264,0.727244932,0.726696598,0.774256771,0.745626099,23.89,23.94,23.39677419,26.93,26.5,25.73709677,29.97,29.05,28.07741935,153.4,89.8,285.8,0.889842666,0.009383832,0.100944747,2/2/23,JKH,6.9,2.28,2,1554,30,0,0,0,0,0,0,0,0,1584,695,1,1,0,0,0,0,0,0,0,0,682,13,0,0,0,0
PA-384,25-Jan-21,Jan,6,DRY,7:50,Kopa,3/3/19,SJF,1767,4.84109589,Female,,RM,33,21.03212945,45.78525881,21.21717125,Limp,9,7,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,22.93,22.79,22.97,24.57,25.09,25.61,26.2,27.39,28.24,681.5,29,10.8,0.920383193,0,0.079615533,1/3/24,MCH,7.75,4.29,1,0,168,0,0,0,0,0,0,0,0,168,39,0,1,0,0,0,0,0,0,0,0,0,39,0,0,0,0
PA-662,6-Jul-21,Jul,12,RAINY,7:04,Kopa,3/3/19,SJF,1229,3.367123288,Female,,RM,33,21.03212945,45.78525881,21.21717125,Limp,9,7,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,24.51,23.89,23.94,27.84,26.93,26.5,31.1,29.97,29.05,128.4,153.4,89.8,0.920383193,0,0.079615533,7/14/22,JKH,7,1.19,3,2,9,0,0,0,0,2,0,0,0,13,11,1,1,0,0,0,0,1,0,0,0,2,8,0,0,0,0
PA-006,10-Aug-20,Aug,1,RAINY,9:01,Kovu,1/1/09,AM,4895,13.4109589,Male,1,RM,33,21.03212945,45.78525881,21.21717125,,,,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,25.32,24.84,24.06,27.73,27.12,26.16,30.13,29.39,28.26,195.2,123.6,512.2,0.920383193,0,0.079615533,5/28/22,JC,3.5,2.66,2,397,0,0,0,0,0,0,0,1,0,398,150,1,0,0,0,0,0,0,0,1,0,149,0,0,0,0,0
PA-315,22-Dec-20,Dec,5,DRY,7:16,Kovu,1/1/09,AM,5124,14.03835616,Male,1,RM,33,21.03212945,45.78525881,21.21717125,,,,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,23.71,22.93,22.79,25.55,24.57,25.09,27.38,26.2,27.39,441.6,681.5,29,0.920383193,0,0.079615533,1/12/23,MCH,8.5,5.6,3,537,79,0,0,0,0,0,0,0,1,617,110,1,1,0,0,0,0,0,0,0,1,96,14,0,0,0,0
PA-594,13-Apr-21,Apr,9,DRY,8:40,Kovu,1/1/09,AM,5327,14.59452055,Male,1,RM,33,21.03212945,45.78525881,21.21717125,,,,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,23.14,23.77,24.51,27.07,28.25,28.95,31,32.73,33.39,10.8,0.1,94.7,0.920383193,0,0.079615533,8/3/23,MCH,7.75,2,5,105,20,0,0,0,0,0,42,33,77,277,139,1,1,0,0,0,0,0,1,1,1,53,10,0,21,17,39
PA-083,14-Sep-20,Sep,2,RAINY,10:50,Lady,4/28/09,AF,4593,12.58356164,Female,9,RM,33,21.03212945,45.78525881,21.21717125,Pumb,8,4,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,24.84,24.06,23.79,27.12,26.16,26.07,29.39,28.26,28.35,123.6,512.2,327.9,0.920383193,0,0.079615533,11/24/21,JC,6.25,1.31,3,7,2,0,0,0,0,0,0,0,1,10,8,1,1,0,0,0,0,0,0,0,1,5,2,0,0,0,1
PA-428,8-Feb-21,Feb,7,DRY,8:30,Lady,4/28/09,AF,5370,14.71232877,Female,9,RM,33,21.03212945,45.78525881,21.21717125,Pumb,8,4,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,22.79,22.97,23.14,25.09,25.61,27.07,27.39,28.24,31,29,10.8,10.8,0.920383193,0,0.079615533,1/10/24,MCH,7.5,1.8,2,249,6,0,0,0,0,0,0,0,0,255,142,1,1,0,0,0,0,0,0,0,0,138,3,0,0,0,0
PA-041,18-Aug-20,Aug,1,RAINY,9:40,Lampwick,12/8/09,AF,4535,12.42465753,Female,4,AD,22,11.38186734,42.71048504,13.88406803,Seri,7,6,0.515096,1.58455,1.932899,1.179157,1.848038,1.728069,1.036729,0.726148264,0.727244932,0.726696598,0.774256771,0.745626099,25.32,24.84,24.06,27.73,27.12,26.16,30.13,29.39,28.26,195.2,123.6,512.2,0.889842666,0.009383832,0.100944747,5/9/22,JC,4.5,3.23,5,181,1,0,0,0,0,0,127,4,486,799,247,1,1,0,0,0,0,0,1,1,1,56,0,0,39,1,150
PA-677,19-Jul-21,Jul,12,RAINY,10:00,Lampwick,12/8/09,AF,4665,12.78082192,Female,4,AD,22,11.38186734,42.71048504,13.88406803,Seri,7,6,0.515096,1.58455,1.932899,1.179157,1.848038,1.728069,1.036729,0.726148264,0.727244932,0.726696598,0.774256771,0.745626099,24.51,23.89,23.94,27.84,26.93,26.5,31.1,29.97,29.05,128.4,153.4,89.8,0.889842666,0.009383832,0.100944747,9/16/22,JKH,6.5,2.62,2,387,3,0,0,0,0,0,0,0,0,390,149,1,1,0,0,0,0,0,0,0,0,148,1,0,0,0,0
PA-301,15-Dec-20,Dec,5,DRY,11:18,Lando,3/7/17,LJM,2369,6.490410959,Male,,AD,22,11.38186734,42.71048504,13.88406803,Seri,7,6,0.515096,1.58455,1.932899,1.179157,1.848038,1.728069,1.036729,0.726148264,0.727244932,0.726696598,0.774256771,0.745626099,23.71,22.93,22.79,25.55,24.57,25.09,27.38,26.2,27.39,441.6,681.5,29,0.889842666,0.009383832,0.100944747,9/1/23,MCH,8.25,5.72,3,112,57,0,0,0,0,0,0,1,0,170,30,1,1,0,0,0,0,0,0,1,0,20,10,0,0,0,0
PA-698,11-Aug-21,2-Aug,13,RAINY,7:57,Lando,3/7/17,LJM,1962,5.375342466,Male,,AD,22,11.38186734,42.71048504,13.88406803,Seri,7,6,0.515096,1.58455,1.932899,1.179157,1.848038,1.728069,1.036729,0.726148264,0.727244932,0.726696598,0.774256771,0.745626099,23.89,23.94,23.39677419,26.93,26.5,25.73709677,29.97,29.05,28.07741935,153.4,89.8,285.8,0.889842666,0.009383832,0.100944747,7/21/22,JKH,7.2,2.3,2,132,14,0,0,0,0,0,0,0,0,146,63,1,1,0,0,0,0,0,0,0,0,57,6,0,0,0,0
PA-075,14-Sep-20,Sep,2,RAINY,7:43,Lefou,1/1/11,SAM,4218,11.55616438,Male,2,RM,33,21.03212945,45.78525881,21.21717125,,,,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,24.84,24.06,23.79,27.12,26.16,26.07,29.39,28.26,28.35,123.6,512.2,327.9,0.920383193,0,0.079615533,7/20/22,JC,6.5,1.81,1,232,0,0,0,0,0,0,0,0,0,232,128,1,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0
PA-387,25-Jan-21,Jan,6,DRY,9:56,Lefou,1/1/11,AM,4540,12.43835616,Male,2,RM,33,21.03212945,45.78525881,21.21717125,,,,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,22.93,22.79,22.97,24.57,25.09,25.61,26.2,27.39,28.24,681.5,29,10.8,0.920383193,0,0.079615533,6/7/23,MCH,6.4,3.37,3,194,9,0,0,0,0,0,0,0,1,204,61,1,1,0,0,0,0,0,0,0,1,58,3,0,0,0,0
PA-261,8-Dec-20,Dec,5,DRY,7:50,Legolas,5/1/94,AM,10762,29.48493151,Male,5,RM,33,21.03212945,45.78525881,21.21717125,Blan,0,0,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,23.71,22.93,22.79,25.55,24.57,25.09,27.38,26.2,27.39,441.6,681.5,29,0.920383193,0,0.079615533,10/18/23,MCH,7.5,1.92,2,1108,8,0,0,0,0,0,0,0,0,1116,581,1,1,0,0,0,0,0,0,0,0,577,4,0,0,0,0
PA-488,22-Feb-21,Feb,7,DRY,10:45,Legolas,5/1/94,AM,10762,29.48493151,Male,5,RM,33,21.03212945,45.78525881,21.21717125,Blan,0,0,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,22.79,22.97,23.14,25.09,25.61,27.07,27.39,28.24,31,29,10.8,10.8,0.920383193,0,0.079615533,10/18/23,MCH,8.5,2.17,4,219,1,0,0,0,0,0,2,0,13,235,108,1,1,0,0,0,0,0,1,0,1,101,0,0,1,0,6
PA-759,27-Aug-21,2-Aug,13,RAINY,12:00,Legolas,5/1/94,AM,10456,28.64657534,Male,5,RM,33,21.03212945,45.78525881,21.21717125,Blan,0,0,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,23.89,23.94,23.39677419,26.93,26.5,25.73709677,29.97,29.05,28.07741935,153.4,89.8,285.8,0.920383193,0,0.079615533,12/16/22,MCH,6.5,1.52,2,207,15,0,0,0,0,0,0,0,0,222,146,1,1,0,0,0,0,0,0,0,0,136,10,0,0,0,0
PA-017,11-Aug-20,Aug,1,RAINY,9:08,Leviosa,2/25/17,LJF,1698,4.652054795,Female,,BC,11,6.239286861,14.38237505,6.65000538,Rita,2,2,0.764825,1.654134,1.763022,0.940414,1.446859,1.241749,0.527725,0.708542361,0.747128209,0.727835285,0.802074132,0.761232692,25.32,24.84,24.06,27.73,27.12,26.16,30.13,29.39,28.26,195.2,123.6,512.2,0.991626877,0.008079309,0,10/20/21,JC/MCH,4,1.82,4,9,0,0,0,0,0,0,34,1,209,253,139,1,0,0,0,0,0,0,1,1,1,5,0,0,19,1,115
PA-442,10-Feb-21,Feb,7,DRY,9:30,Leviosa,2/25/17,LJF,2292,6.279452055,Female,,BC,11,6.239286861,14.38237505,6.65000538,Rita,2,2,0.764825,1.654134,1.763022,0.940414,1.446859,1.241749,0.527725,0.708542361,0.747128209,0.727835285,0.802074132,0.761232692,22.79,22.97,23.14,25.09,25.61,27.07,27.39,28.24,31,29,10.8,10.8,0.991626877,0.008079309,0,6/6/23,MCH,6.8,1.69,2,35,3,0,0,0,0,0,0,0,0,38,22,1,1,0,0,0,0,0,0,0,0,21,2,0,0,0,0
PA-722,18-Aug-21,2-Aug,13,RAINY,7:33,Leviosa,2/25/17,LJF,1997,5.471232877,Female,,BC,11,6.239286861,14.38237505,6.65000538,Rita,2,2,0.764825,1.654134,1.763022,0.940414,1.446859,1.241749,0.527725,0.708542361,0.747128209,0.727835285,0.802074132,0.761232692,23.89,23.94,23.39677419,26.93,26.5,25.73709677,29.97,29.05,28.07741935,153.4,89.8,285.8,0.991626877,0.008079309,0,8/15/22,JC,7,2.07,1,112,0,0,0,0,0,0,0,0,0,112,54,1,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0
PA-003,10-Aug-20,Aug,1,RAINY,8:35,LJF,,LJF,,,Female,,RM,33,21.03212945,45.78525881,21.21717125,,,,0.720756,1.555344,1.569028,1.07566,1.267412,1.164216,0.790313,0.730001852,0.730101622,0.730051737,0.778182963,0.749103077,25.32,24.84,24.06,27.73,27.12,26.16,30.13,29.39,28.26,195.2,123.6,512.2,0.920383193,0,0.079615533,8/30/21,HH,3.5,1.45,4,158,1,0,0,0,0,0,1,2,0,162,112,1,1,0,0,0,0,0,1,1,0,109,1,0,1,1,0
PA-191,30-Oct-20,Oct,3,RAINY,8:57,LJF,,LJF,,,Female,,LV,30,12.81671162,35.0544688,15.39024269,,,,0.855811,1.949287,2.340694,1.841247,1.469938,1.341847,0.961201,0.713424854,0.743786629,0.728605741,0.802280702,0.760921515,24.06,23.79,23.71,26.16,26.07,25.55,28.26,28.35,27.38,512.2,327.9,441.6,0.976790217,0.007748984,0.01576071,10/4/21,HH,6.5,1.34,4,0,9,0,0,0,0,0,1,7,10,27,20,0,1,0,0,0,0,0,1,1,1,0,7,0,1,5,7
PA-069,31-Aug-20,Aug,1,RAINY,9:18,LJM,,LJM,,,Male,,GN,23,16.07948579,34.67887363,16.64771481,,,,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,25.32,24.84,24.06,27.73,27.12,26.16,30.13,29.39,28.26,195.2,123.6,512.2,0.968751267,0,0.030949515,7/29/21,MCH,4,2.81,2,132,34,0,0,0,0,0,0,0,0,166,59,1,1,0,0,0,0,0,0,0,0,47,12,0,0,0,0
PA-106,22-Sep-20,Sep,2,RAINY,7:05,Lunalovegood,1/1/93,AF,10611,29.07123288,Female,2,GN,23,16.07948579,34.67887363,16.64771481,Luna,0,0,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,24.84,24.06,23.79,27.12,26.16,26.07,29.39,28.26,28.35,123.6,512.2,327.9,0.968751267,0,0.030949515,1/20/22,MCH,6.5,1.4,4,265,0,0,0,0,0,0,44,8,102,419,299,1,0,0,0,0,0,0,1,1,1,189,0,0,31,6,73
PA-108,22-Sep-20,Sep,2,RAINY,7:23,Lunalovegood,1/1/93,AF,10626,29.11232877,Female,2,GN,23,16.07948579,34.67887363,16.64771481,Luna,0,0,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,24.84,24.06,23.79,27.12,26.16,26.07,29.39,28.26,28.35,123.6,512.2,327.9,0.968751267,0,0.030949515,2/4/22,HH,7,2.39,3,29,0,0,0,0,0,1,0,0,23,53,22,1,0,0,0,0,0,1,0,0,1,12,0,0,0,0,10
PA-420,5-Feb-21,Feb,7,DRY,10:03,Lunalovegood,1/1/93,AF,11329,31.03835616,Female,2,GN,23,16.07948579,34.67887363,16.64771481,Luna,0,0,0.663228,1.381571,1.430394,0.855759,1.328901,1.142284,0.739244,0.685529798,0.733495332,0.709512565,0.800760354,0.750617982,22.79,22.97,23.14,25.09,25.61,27.07,27.39,28.24,31,29,10.8,10.8,0.968751267,0,0.030949515,1/8/24,MCH,6.8,1.38,3,10,1,439,0,0,0,0,0,0,0,450,326,1,1,1,0,0,0,0,0,0,0,7,1,318,0,0,0
PA-039,18-Aug-20,Aug,1,RAINY,8:40,MadMadamMim,4/16/08,AF,4925,13.49315068,Female,5,AD,22,11.38186734,42.71048504,13.88406803,Seri,7,6,0.515096,1.58455,1.932899,1.179157,1.848038,1.728069,1.036729,0.726148264,0.727244932,0.726696598,0.774256771,0.745626099,25.32,24.84,24.06,27.73,27.12,26.16,30.13,29.39,28.26,195.2,123.6,512.2,0.889842666,0.009383832,0.100944747,10/10/21,HH/MCH/JC,4.5,2.7,3,21,0,0,0,0,0,0,40,0,43,104,39,1,0,0,0,0,0,0,1,0,1,8,0,0,15,0,16
PA-245,26-Nov-20,Nov,4,RAINY,10:57,MadMadamMim,4/16/08,AF,5384,14.75068493,Female,6,AD,22,11.38186734,42.71048504,13.88406803,Seri,7,6,0.515096,1.58455,1.932899,1.179157,1.848038,1.728069,1.036729,0.726148264,0.727244932,0.726696598,0.774256771,0.745626099,23.79,23.71,22.93,26.07,25.55,24.57,28.35,27.38,26.2,327.9,441.6,681.5,0.889842666,0.009383832,0.100944747,1/12/23,MCH,7.4,1.74,3,97,1,2,0,0,0,0,0,0,0,100,57,1,1,1,0,0,0,0,0,0,0,56,1,1,0,0,0
PA-574,8-Apr-21,Apr,9,DRY,9:32,MadMadamMim,4/16/08,AF,5747,15.74520548,Female,6,AD,22,11.38186734,42.71048504,13.88406803,Seri,7,6,0.515096,1.58455,1.932899,1.179157,1.848038,1.728069,1.036729,0.726148264,0.727244932,0.726696598,0.774256771,0.745626099,23.14,23.77,24.51,27.07,28.25,28.95,31,32.73,33.39,10.8,0.1,94.7,0.889842666,0.009383832,0.100944747,1/10/24,MCH,7.25,2.95,1,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
